name,type,scope,parameters,call,summary
ReadALBApplicationProfile,Policy,Infra,{albapplicationprofileid},/policy/api/v1/infra/alb-application-profiles/{albapplicationprofileid},Read ALBApplicationProfile
ReadIpAddressBlock,Policy,Infra,{ipblockid},/policy/api/v1/infra/ip-blocks/{ipblockid},Read a IpAddressBlock
ListVifsOnEnforcementPoint,Policy,Infra,{enforcementpointid},/policy/api/v1/infra/realized-state/enforcement-points/{enforcementpointid}/vifs,Listing of VIFs on the NSX Manager
GlobalInfraGetPortDiscoveryBinding,Policy,Global,"{tier1id}, {segmentid}, {portid}, {portdiscoveryprofilebindingmapid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/port-discovery-profile-binding-maps/{portdiscoveryprofilebindingmapid},Get Port Discovery Profile Binding Map
GetPolicyFirewallSessionTimerBinding,Policy,Infra,"{domainid}, {groupid}, {firewallsessiontimerprofilebindingmapid}",/policy/api/v1/infra/domains/{domainid}/groups/{groupid}/firewall-session-timer-profile-binding-maps/{firewallsessiontimerprofilebindingmapid},Get Firewall Session Timer Profile Binding Map
GetTier1FloodProtectionProfileBinding,Policy,Infra,"{tier1id}, {floodprotectionprofilebindingid}",/policy/api/v1/infra/tier-1s/{tier1id}/flood-protection-profile-bindings/{floodprotectionprofilebindingid},Get Flood Protection Profile Binding Map for Tier-1 Logical Router
GlobalInfraReadIPFIXL2CollectorProfile,Policy,Global,{ipfixl2collectorprofileid},/policy/api/v1/global-infra/ipfix-l2-collector-profiles/{ipfixl2collectorprofileid},Get IPFIX Collector profile
ReadALBControllerSupportedVersion,Policy,Infra,,/policy/api/v1/infra/alb-controller-version,Read an ALBControllerSupportedVersion
GetPolicyGroupServiceAssociations,Policy,Infra,,/policy/api/v1/infra/group-service-associations,Get the list of services where the given group is consumed.
GlobalInfraGetSpan,Policy,Global,,/policy/api/v1/global-infra/span,Get span for an entity with specified path
GlobalInfraGetTier1State,Policy,Global,{tier1id},/policy/api/v1/global-infra/tier-1s/{tier1id}/state,Get Tier1 state
ReadTier0DeploymentMap,Policy,Infra,"{tier0id}, {localeserviceid}, {tier0deploymentmapid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/tier-0-deployment-maps/{tier0deploymentmapid},Read a Tier-0 Deployment Map
GetPolicyFirewallSessionTimerProfile,Policy,Infra,{firewallsessiontimerprofileid},/policy/api/v1/infra/firewall-session-timer-profiles/{firewallsessiontimerprofileid},Get Firewall Session Timer Profile
GetTier0IPSecVpnSessionStatus,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/ipsec-vpn-services/{serviceid}/sessions/{sessionid}/detailed-status,Get IPSec VPN session detailed status under Tier-0
GlobalInfraReadTier1,Policy,Global,{tier1id},/policy/api/v1/global-infra/tier-1s/{tier1id},Read Tier-1 configuration
GlobalInfraGetRuleStatistics,Policy,Global,"{domainid}, {securitypolicyid}, {ruleid}",/policy/api/v1/global-infra/domains/{domainid}/security-policies/{securitypolicyid}/rules/{ruleid}/statistics,Get rule statistics
ReadPortMirroringInstance,Policy,Infra,"{domainid}, {groupid}, {portmirroringinstanceid}",/policy/api/v1/infra/domains/{domainid}/groups/{groupid}/port-mirroring-instances/{portmirroringinstanceid},"Details of Port Mirroring Instance
"
ListPolicyServiceChainMappings,Policy,Infra,"{servicereferenceid}, {serviceprofileid}",/policy/api/v1/infra/service-references/{servicereferenceid}/service-profiles/{serviceprofileid}/service-chain-mappings,List all service chain mappings for given service profile.
GlobalInfraReadCPUMemThresholdsProfile,Policy,Global,{profileid},/policy/api/v1/global-infra/settings/firewall/cpu-mem-thresholds-profiles/{profileid},Read the CPU and memory thresholds profile
ListALBVSDataScriptSet,Policy,Infra,,/policy/api/v1/infra/alb-vs-data-script-sets,List ALBVSDataScriptSet for infra
GlobalInfraGetSpoofGuardProfile,Policy,Global,{spoofguardprofileid},/policy/api/v1/global-infra/spoofguard-profiles/{spoofguardprofileid},Get SpoofGuard profile
GlobalInfraGetInfraSegmentStatistics,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/statistics,Get infra segment statistics information
GlobalInfraGetTier0RouterLinkArpTable,Policy,Global,{tier0id},/policy/api/v1/global-infra/tier-0s/{tier0id}/tier-1-interface/arp-table,Get tier-0 router link arp information
GetPlatformDeploymentConfig,Policy,Infra,{siteid},/policy/api/v1/infra/sites/{siteid}/napp/deployment/platform,Get NSX Application Platform deployment configuration
GetHostTransportNodeCollectionState,Policy,Infra,"{siteid}, {enforcementpointid}, {transportnodecollectionid}",/policy/api/v1/infra/sites/{siteid}/enforcement-points/{enforcementpointid}/transport-node-collections/{transportnodecollectionid}/state,Get Transport Node collection application state
GlobalInfraGetGatewayPolicyStatistics,Policy,Global,"{domainid}, {gatewaypolicyid}",/policy/api/v1/global-infra/domains/{domainid}/gateway-policies/{gatewaypolicyid}/statistics,Get gateway policy statistics
GetL2VPNSession,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l2vpn-services/{serviceid}/sessions/{sessionid},Get L2VPN Session under Tier-0
GetInfraReaction,Policy,Infra,{reactionid},/policy/api/v1/infra/reactions/{reactionid},Get Reaction
GetPolicyHostTransportNodeProfile,Policy,Infra,{hosttransportnodeprofileid},/policy/api/v1/infra/host-transport-node-profiles/{hosttransportnodeprofileid},Get a Transport Node
GetL2VpnStatistics,Policy,Infra,"{tier0id}, {localeserviceid}, {l2vpnid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l2vpn-context/l2vpns/{l2vpnid}/statistics,Get L2Vpn statistics
GetPolicyNatRuleStatisticsFromTier0,Policy,Infra,"{tier0id}, {natid}, {natruleid}",/policy/api/v1/infra/tier-0s/{tier0id}/nat/{natid}/nat-rules/{natruleid}/statistics,Get NAT Rule Statistics
ReadEndpointRule,Policy,Infra,"{domainid}, {endpointpolicyid}, {endpointruleid}",/policy/api/v1/infra/domains/{domainid}/endpoint-policies/{endpointpolicyid}/endpoint-rules/{endpointruleid},Read Endpoint rule
GlobalInfraGetSegmentPortStatistics,Policy,Global,"{tier1id}, {segmentid}, {portid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/statistics,Get tier-1 segment port statistics information
GlobalInfraGetInfraSegmentMonitoringBinding,Policy,Global,"{infrasegmentid}, {segmentmonitoringprofilebindingmapid}",/policy/api/v1/global-infra/segments/{infrasegmentid}/segment-monitoring-profile-binding-maps/{segmentmonitoringprofilebindingmapid},Get Infra Segment Monitoring Profile Binding Map
PolicyGetRecommendedVdsTopology,Policy,Infra,{precheckid},/policy/api/v1/infra/nvds-urt/topology/{precheckid},Recommmended topology
GetConsolidatedEffectiveIPMembers,Policy,Infra,"{domainid}, {groupid}",/policy/api/v1/infra/domains/{domainid}/groups/{groupid}/members/consolidated-effective-ip-addresses,Get consolidated effective IPAddress translated from this group across site
GlobalInfraListInfraSegmentDiscoveryBindings,Policy,Global,{infrasegmentid},/policy/api/v1/global-infra/segments/{infrasegmentid}/segment-discovery-profile-binding-maps,List Infra Segment Discovery Profile Binding Maps
ListPolicyUrlReputationSeverities,Policy,Infra,,/policy/api/v1/infra/url-reputation-severities,Get the list of reputation severity
ReadALBSSLKeyAndCertificate,Policy,Infra,{albsslkeyandcertificateid},/policy/api/v1/infra/alb-ssl-key-and-certificates/{albsslkeyandcertificateid},Read ALBSSLKeyAndCertificate
ListAllVirtualMachines,Policy,Infra,,/policy/api/v1/infra/realized-state/virtual-machines,List all virtual machines
GetTier1SegmentPortMacTableInCsv,Policy,Infra,"{tier1id}, {segmentid}, {portid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/mac-table?format=csv,Get tier-1 segment port MAC table in CSV
ReadALBPoolGroup,Policy,Infra,{albpoolgroupid},/policy/api/v1/infra/alb-pool-groups/{albpoolgroupid},Read ALBPoolGroup
ListTier1IPSecVpnLocalEndpoints,Policy,Infra,"{tier1id}, {localeserviceid}, {serviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/ipsec-vpn-services/{serviceid}/local-endpoints,Get IPSec VPN local endpoint list result
GetPolicyNatRuleFromTier0,Policy,Infra,"{tier0id}, {natid}, {natruleid}",/policy/api/v1/infra/tier-0s/{tier0id}/nat/{natid}/nat-rules/{natruleid},Get NAT Rule
GlobalInfraGetInfraSiteListenerCertificate,Policy,Global,,/policy/api/v1/global-infra/sites/listener_certificate,Returns the certificate of the listener
ListALBPoolGroupDeploymentPolicy,Policy,Infra,,/policy/api/v1/infra/alb-pool-group-deployment-policies,List ALBPoolGroupDeploymentPolicy for infra
GetTier1TlsConfigProfileBindingMap,Policy,Infra,"{tier1id}, {tlsinspectionconfigprofilebindingid}",/policy/api/v1/infra/tier-1s/{tier1id}/tls-inspection-config-profile-bindings/{tlsinspectionconfigprofilebindingid},Get TLS Config Profile Binding Map for Tier-1 Logical Router
ListDhcpServerConfig,Policy,Infra,,/policy/api/v1/infra/dhcp-server-configs,List DHCP server config instances
GetDownlinkPortArpTableForTier1SegmentInCsv,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/gateway-interface-arp-table?format=csv,Get ARP table for downlink router port on tier-1 router in CSV
GlobalInfraGetPolicyTlsConfigProfile,Policy,Global,{tlsinspectionconfigprofile},/policy/api/v1/global-infra/security/tls-inspection-config-profiles/{tlsinspectionconfigprofile},Get TLS Config Profile
GlobalInfraGetDownlinkPortStatisticsSummaryForInfraSegment,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/gateway-interface-statistics/summary,Get statistics for downlink router port on tier-0 router
ListGatewayPoliciesForDomain,Policy,Infra,{domainid},/policy/api/v1/infra/domains/{domainid}/gateway-policies,List gateway policies
GlobalInfraReadDnsSecurityProfile,Policy,Global,{profileid},/policy/api/v1/global-infra/dns-security-profiles/{profileid},Read the DNS Forwarder for the given tier-0 instance
GetTier1IPSecVpnSessionStatistics,Policy,Infra,"{tier1id}, {localeserviceid}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/ipsec-vpn-services/{serviceid}/sessions/{sessionid}/statistics,Get IPSec VPN session statistics under Tier-1
ListMetadataProxyConfig,Policy,Infra,,/policy/api/v1/infra/metadata-proxies,List Metadata Proxy Configurations
GlobalInfraGetPolicyNatRule,Policy,Global,"{tier1id}, {natid}, {natruleid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/nat/{natid}/nat-rules/{natruleid},Get NAT Rule
ReadGatewayRule,Policy,Infra,"{domainid}, {gatewaypolicyid}, {ruleid}",/policy/api/v1/infra/domains/{domainid}/gateway-policies/{gatewaypolicyid}/rules/{ruleid},Read rule
ReadALBSSLProfile,Policy,Infra,{albsslprofileid},/policy/api/v1/infra/alb-ssl-profiles/{albsslprofileid},Read ALBSSLProfile
GetTier0InterfaceArpTable,Policy,Infra,"{tier0id}, {localeserviceid}, {interfaceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/interfaces/{interfaceid}/arp-table,Get ARP table from tier-0 interface
GlobalInfraGetDownlinkPortStatisticsForTier1Segment,Policy,Global,"{tier1id}, {segmentid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/gateway-interface-statistics,Get statistics for downlink router port on tier-1 router
ReadAllPolicyServiceInstancesForTier1,Policy,Infra,"{tier1id}, {localeserviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/service-instances,Read all service instance objects under a tier-1
GetPortDiscoveryBinding,Policy,Infra,"{tier1id}, {segmentid}, {portid}, {portdiscoveryprofilebindingmapid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/port-discovery-profile-binding-maps/{portdiscoveryprofilebindingmapid},Get Port Discovery Profile Binding Map
ReadL3VpnContext,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l3vpn-context,Read the L3Vpn Context
ReadALBApplicationPersistenceProfile,Policy,Infra,{albapplicationpersistenceprofileid},/policy/api/v1/infra/alb-application-persistence-profiles/{albapplicationpersistenceprofileid},Read ALBApplicationPersistenceProfile
GetGroupsForVIF,Policy,Infra,,/policy/api/v1/infra/virtual-network-interface-group-associations,Get groups for which the given VIF is a member
GetSegmentStatistics,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/statistics,Get segment statistics information
GetSegmentDiscoveryBinding,Policy,Infra,"{tier1id}, {segmentid}, {segmentdiscoveryprofilebindingmapid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/segment-discovery-profile-binding-maps/{segmentdiscoveryprofilebindingmapid},Get Segment Discovery Profile Binding Map
ReadSecurityGlobalConfig,Policy,Infra,,/policy/api/v1/infra/security-global-config,Read security global configuration
ListALBHTTPPolicySet,Policy,Infra,,/policy/api/v1/infra/alb-http-policy-sets,List ALBHTTPPolicySet for infra
GetPolicyContextProfile,Policy,Infra,{contextprofileid},/policy/api/v1/infra/context-profiles/{contextprofileid},Get PolicyContextProfile
GetComputeClusterIdfwConfiguration,Policy,Infra,{clusterid},/policy/api/v1/infra/settings/firewall/idfw/cluster/{clusterid},Read compute cluster idfw configuration
ReadTier1ServiceInterface,Policy,Infra,"{tier1id}, {localeserviceid}, {interfaceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/service-interfaces/{interfaceid},Read Tier 1 service interface
ListIPSecVpnDpdProfiles,Policy,Infra,,/policy/api/v1/infra/ipsec-vpn-dpd-profiles,List DPD profiles
GlobalInfraListInfraPortQoSBindings,Policy,Global,"{segmentid}, {portid}",/policy/api/v1/global-infra/segments/{segmentid}/ports/{portid}/port-qos-profile-binding-maps,List Port QoS Profile Binding Maps
ReadEdgeNodeUnderEdgeClusterForEnforcementPoint,Policy,Infra,"{siteid}, {enforcementpointid}, {edgeclusterid}, {edgenodeid}",/policy/api/v1/infra/sites/{siteid}/enforcement-points/{enforcementpointid}/edge-clusters/{edgeclusterid}/edge-nodes/{edgenodeid},"Read a Edge Node under an Enforcement Point, Edge Cluster"
GetInfraSegmentState,Policy,Infra,{segmentid},/policy/api/v1/infra/segments/{segmentid}/state,Get infra segment state information
ListGlobalIdsSignatures,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/intrusion-services/global-signatures,List Global IDS signatures
GlobalInfraListIPFIXDFWCollectorProfiles,Policy,Global,,/policy/api/v1/global-infra/ipfix-dfw-collector-profiles,List IPFIX Collector profiles.
GetTier1GatewayArpProxiesInCsv,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id}/arp-proxies?format=csv,Get Tier-1 Address Resolution Protocol Proxies in CSV format
GetTier1RouterLinkArpTableCsv,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id}/tier-0-interface/arp-table?format=csv,Get ARP table from tier-1 router link interface in CSV format
GlobalInfraGetTier0BgpNeighborsStatus,Policy,Global,"{tier0id}, {localeserviceid}",/policy/api/v1/global-infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/bgp/neighbors/status,Get BGP neighbor status for the Tier0
ListNSServiceRealizedStates,Policy,Infra,{enforcementpointid},/policy/api/v1/infra/realized-state/enforcement-points/{enforcementpointid}/services/nsservices,List Realized NSServices
GlobalInfraReadBfdProfile,Policy,Global,{bfdprofileid},/policy/api/v1/global-infra/bfd-profiles/{bfdprofileid},Read a BfdProfile
ListMalwarePreventionSignatures,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/malware-prevention-service/signatures,List Malware Prevention signatures
ListTier1SegmentPorts,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/ports,List Tier-1 segment ports
GlobalInfraGetSegmentDiscoveryBinding,Policy,Global,"{tier1id}, {segmentid}, {segmentdiscoveryprofilebindingmapid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/segment-discovery-profile-binding-maps/{segmentdiscoveryprofilebindingmapid},Get Segment Discovery Profile Binding Map
ReadServiceEntry,Policy,Infra,"{serviceid}, {serviceentryid}",/policy/api/v1/infra/services/{serviceid}/service-entries/{serviceentryid},Service entry
GlobalInfraListTier0Group,Policy,Global,{tier0id},/policy/api/v1/global-infra/tier-0s/{tier0id}/groups,List Groups for Tier-0
ListAntreaTraceflowConfig,Policy,Infra,,/policy/api/v1/infra/antrea/traceflows,List AntreaTraceflowConfig for infra
GlobalInfraListEdgeClustersForEnforcementPoint,Policy,Global,"{siteid}, {enforcementpointid}",/policy/api/v1/global-infra/sites/{siteid}/enforcement-points/{enforcementpointid}/edge-clusters,List Edge Clusters under an Enforcement Point
GetTier0BgpNeighborAdvertisedRoutes,Policy,Infra,"{tier0id}, {localeserviceid}, {neighborid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/bgp/neighbors/{neighborid}/advertised-routes,Get BGP neighbor advertised routes
ReadALBProtocolParser,Policy,Infra,{albprotocolparserid},/policy/api/v1/infra/alb-protocol-parsers/{albprotocolparserid},Read ALBProtocolParser
GlobalInfraListFirewallSessionTimerBindingsAcrossDomains,Policy,Global,,/policy/api/v1/global-infra/domains/firewall-session-timer-profile-binding-maps,List Firewall Session Timer Profile Binding Maps for all domains
GlobalInfraListPolicyNatOnTier1,Policy,Global,{tier1id},/policy/api/v1/global-infra/tier-1s/{tier1id}/nat,List Policy NAT types.
